region_country,category,parameter,mode,powertrain,year,unit,value,Aggregate group
France,Historical,EV stock,Cars,BEV,2011,Vehicles,2900.0,Other
Iceland,Historical,EV sales,Cars,PHEV,2018,Vehicles,2900.0,Other
India,Historical,EV stock,Vans,BEV,2018,Vehicles,2900.0,Other
India,Historical,EV stock,Cars,BEV,2013,Vehicles,2900.0,Other
Italy,Historical,EV stock,Vans,BEV,2016,Vehicles,2900.0,Other
Italy,Historical,EV sales,Cars,PHEV,2017,Vehicles,2900.0,Other
Japan,Historical,EV stock,Cars,FCEV,2018,Vehicles,2900.0,Other
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2023,Vehicles,2900.0,Other
New Zealand,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,2900.0,Other
New Zealand,Historical,EV sales,Cars,BEV,2017,Vehicles,2900.0,Other
North America,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,2900.0,Aggregate_sales_stock
North America,Historical,EV sales,Buses,BEV,2024,Vehicles,2900.0,Aggregate_sales_stock
North America,Historical,EV stock,Buses,BEV,2021,Vehicles,2900.0,Aggregate_sales_stock
Norway,Historical,EV stock,Vans,BEV,2017,Vehicles,2900.0,Other
Rest of the world,Historical,EV stock,Cars,BEV,2010,Vehicles,2900.0,Other
Sweden,Historical,EV sales,Cars,BEV,2016,Vehicles,2900.0,Other
Turkiye,Historical,EV stock,Cars,BEV,2020,Vehicles,2900.0,Other
USA,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,2900.0,Other
United Kingdom,Historical,EV stock,Vans,PHEV,2023,Vehicles,2900.0,Other
World,Historical,EV stock,Buses,FCEV,2019,Vehicles,2900.0,_World
China,Historical,"Oil displacement, million lge",Cars,EV,2018,"Oil displacement, million lge",2900.0,Other
China,Historical,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",2900.0,Other
China,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",2900.0,Other
Finland,Historical,EV charging points,EV,Publicly available fast,2023,charging points,2900.0,Other
Germany,Historical,EV charging points,EV,Publicly available fast,2018,charging points,2900.0,Other
India,Historical,EV charging points,EV,Publicly available fast,2020,charging points,2900.0,Other
Italy,Historical,EV charging points,EV,Publicly available slow,2018,charging points,2900.0,Other
Japan,Historical,EV charging points,EV,Publicly available fast,2014,charging points,2900.0,Other
India,Projection-STEPS,EV charging points,EV,Publicly available fast,2020,charging points,2900.0,Other
Asia Pacific,Historical,EV sales,Vans,BEV,2013,Vehicles,2800.0,Aggregate_sales_stock
Australia,Historical,EV stock,Cars,PHEV,2016,Vehicles,2800.0,Other
Austria,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,2800.0,Other
Canada,Historical,EV sales,Cars,BEV,2014,Vehicles,2800.0,Other
Colombia,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,2800.0,Other
Colombia,Historical,EV stock,Cars,BEV,2021,Vehicles,2800.0,Other
Denmark,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,2800.0,Other
Germany,Historical,EV stock,Buses,BEV,2023,Vehicles,2800.0,Other
Germany,Historical,EV stock,Vans,BEV,2014,Vehicles,2800.0,Other
Greece,Historical,EV sales,Cars,BEV,2022,Vehicles,2800.0,Other
India,Historical,EV stock,Cars,BEV,2012,Vehicles,2800.0,Other
Japan,Historical,EV sales,Vans,BEV,2023,Vehicles,2800.0,Other
North America,Historical,EV stock,Buses,BEV,2020,Vehicles,2800.0,Aggregate_sales_stock
Portugal,Historical,EV stock,Cars,BEV,2016,Vehicles,2800.0,Other
Rest of the world,Historical,EV sales,Vans,BEV,2022,Vehicles,2800.0,Other
Korea,Historical,EV sales,Buses,BEV,2023,Vehicles,2800.0,Other
Korea,Historical,EV sales,Buses,BEV,2024,Vehicles,2800.0,Other
Korea,Historical,EV sales,Cars,FCEV,2024,Vehicles,2800.0,Other
Spain,Historical,EV stock,Cars,PHEV,2016,Vehicles,2800.0,Other
Sweden,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,2800.0,Other
Switzerland,Historical,EV sales,Cars,PHEV,2016,Vehicles,2800.0,Other
USA,Historical,EV sales,2 and 3 wheelers,BEV,2018,Vehicles,2800.0,Other
World,Historical,EV sales,Trucks,FCEV,2022,Vehicles,2800.0,_World
Rest of the world,Projection-STEPS,EV sales,Buses,BEV,2021,Vehicles,2800.0,Other
Rest of the world,Projection-STEPS,EV sales,Trucks,BEV,2023,Vehicles,2800.0,Other
World,Projection-STEPS,EV sales,Trucks,FCEV,2022,Vehicles,2800.0,_World
World,Historical,"Oil displacement, million lge",Buses,EV,2020,"Oil displacement, million lge",2800.0,_World
World,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2020,"Oil displacement, million lge",2800.0,_World
USA,Projection-STEPS,Electricity demand,Buses,EV,2030,GWh,2800.0,Other
Australia,Historical,EV charging points,EV,Publicly available slow,2024,charging points,2800.0,Other
Greece,Historical,EV charging points,EV,Publicly available slow,2022,charging points,2800.0,Other
Netherlands,Historical,EV charging points,EV,Publicly available slow,2012,charging points,2800.0,Other
Netherlands,Historical,EV charging points,EV,Publicly available fast,2021,charging points,2800.0,Other
Norway,Historical,EV charging points,EV,Publicly available slow,2010,charging points,2800.0,Other
Portugal,Historical,EV charging points,EV,Publicly available slow,2021,charging points,2800.0,Other
Switzerland,Historical,EV charging points,EV,Publicly available fast,2023,charging points,2800.0,Other
United Kingdom,Historical,EV charging points,EV,Publicly available slow,2012,charging points,2800.0,Other
Romania,Historical,EV sales,Cars,BEV,2020,Vehicles,2800.0,Other
Asia Pacific,Historical,EV stock,Vans,FCEV,2023,Vehicles,2700.0,Aggregate_sales_stock
Asia Pacific,Historical,EV sales,Trucks,FCEV,2022,Vehicles,2700.0,Aggregate_sales_stock
Belgium,Historical,EV sales,Cars,BEV,2017,Vehicles,2700.0,Other
Central and South America,Historical,EV stock,Vans,BEV,2022,Vehicles,2700.0,Other
Chile,Historical,EV stock,Cars,PHEV,2024,Vehicles,2700.0,Other
China,Historical,EV stock,Vans,FCEV,2023,Vehicles,2700.0,Other
China,Historical,EV sales,Trucks,FCEV,2022,Vehicles,2700.0,Other
Colombia,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,2700.0,Other
Denmark,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,2700.0,Other
EU27,Historical,EV stock,Vans,PHEV,2018,Vehicles,2700.0,EU27
EU27,Historical,EV stock,Trucks,BEV,2022,Vehicles,2700.0,EU27
Europe,Historical,EV stock,Buses,BEV,2017,Vehicles,2700.0,Aggregate_sales_stock
Europe,Historical,EV stock,Cars,FCEV,2020,Vehicles,2700.0,Aggregate_sales_stock
Finland,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,2700.0,Other
France,Historical,EV stock,Buses,BEV,2024,Vehicles,2700.0,Other
Iceland,Historical,EV sales,Cars,BEV,2024,Vehicles,2700.0,Other
Israel,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,2700.0,Other
Italy,Historical,EV stock,Cars,PHEV,2016,Vehicles,2700.0,Other
Netherlands,Historical,EV sales,Cars,BEV,2014,Vehicles,2700.0,Other
North America,Historical,EV sales,Cars,FCEV,2018,Vehicles,2700.0,Aggregate_sales_stock
North America,Historical,EV sales,Cars,FCEV,2022,Vehicles,2700.0,Aggregate_sales_stock
Norway,Historical,EV stock,Cars,BEV,2010,Vehicles,2700.0,Other
Russia,Historical,EV stock,Cars,PHEV,2020,Vehicles,2700.0,Other
South Africa,Historical,EV stock,2 and 3 wheelers,BEV,2024,Vehicles,2700.0,Other
Korea,Historical,EV stock,Cars,BEV,2014,Vehicles,2700.0,Other
Korea,Historical,EV sales,Cars,PHEV,2019,Vehicles,2700.0,Other
Sweden,Historical,EV stock,Vans,BEV,2018,Vehicles,2700.0,Other
Switzerland,Historical,EV stock,2 and 3 wheelers,BEV,2016,Vehicles,2700.0,Other
Switzerland,Historical,EV stock,2 and 3 wheelers,BEV,2017,Vehicles,2700.0,Other
Switzerland,Historical,EV sales,Cars,BEV,2014,Vehicles,2700.0,Other
Turkiye,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,2700.0,Other
Turkiye,Historical,EV sales,Cars,PHEV,2023,Vehicles,2700.0,Other
USA,Historical,EV stock,Buses,BEV,2020,Vehicles,2700.0,Other
USA,Historical,EV stock,Buses,BEV,2021,Vehicles,2700.0,Other
USA,Historical,EV sales,Cars,FCEV,2018,Vehicles,2700.0,Other
USA,Historical,EV sales,Cars,FCEV,2022,Vehicles,2700.0,Other
United Kingdom,Historical,EV stock,Vans,PHEV,2022,Vehicles,2700.0,Other
World,Historical,EV stock,Vans,PHEV,2017,Vehicles,2700.0,_World
China,Projection-STEPS,EV stock,Vans,FCEV,2023,Vehicles,2700.0,Other
China,Projection-STEPS,EV sales,Trucks,FCEV,2022,Vehicles,2700.0,Other
Europe,Projection-STEPS,EV stock,Cars,FCEV,2020,Vehicles,2700.0,Aggregate_sales_stock
Rest of the world,Projection-STEPS,EV sales,Buses,BEV,2020,Vehicles,2700.0,Other
Rest of the world,Projection-STEPS,EV sales,Vans,PHEV,2021,Vehicles,2700.0,Other
USA,Projection-STEPS,EV stock,Buses,BEV,2020,Vehicles,2700.0,Other
USA,Projection-STEPS,EV stock,Buses,BEV,2021,Vehicles,2700.0,Other
USA,Projection-STEPS,EV sales,Cars,FCEV,2022,Vehicles,2700.0,Other
USA,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2030,"Oil displacement, million lge",2700.0,Other
World,Historical,"Oil displacement, million lge",2 and 3 wheelers,EV,2019,"Oil displacement, million lge",2700.0,_World
World,Historical,"Oil displacement, million lge",Buses,EV,2019,"Oil displacement, million lge",2700.0,_World
Belgium,Historical,EV charging points,EV,Publicly available slow,2018,charging points,2700.0,Other
France,Historical,EV charging points,EV,Publicly available fast,2019,charging points,2700.0,Other
Spain,Historical,EV charging points,EV,Publicly available fast,2020,charging points,2700.0,Other
Spain,Historical,EV charging points,EV,Publicly available fast,2021,charging points,2700.0,Other
Czech Republic,Historical,EV sales,Cars,BEV,2021,Vehicles,2700.0,Other
Luxembourg,Historical,EV sales,Cars,PHEV,2020,Vehicles,2700.0,Other
Austria,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,2600.0,Other
Canada,Historical,EV sales,Vans,BEV,2021,Vehicles,2600.0,Other
Canada,Historical,EV sales,Vans,PHEV,2021,Vehicles,2600.0,Other
Costa Rica,Historical,EV sales,Cars,BEV,2022,Vehicles,2600.0,Other
Denmark,Historical,EV stock,Vans,BEV,2021,Vehicles,2600.0,Other
EU27,Historical,EV sales,Vans,PHEV,2022,Vehicles,2600.0,EU27
Finland,Historical,EV sales,Cars,PHEV,2017,Vehicles,2600.0,Other
France,Historical,EV sales,Cars,BEV,2011,Vehicles,2600.0,Other
Netherlands,Historical,EV sales,Cars,BEV,2013,Vehicles,2600.0,Other
Norway,Historical,EV sales,Vans,BEV,2020,Vehicles,2600.0,Other
Poland,Historical,EV stock,Cars,BEV,2016,Vehicles,2600.0,Other
Rest of the world,Historical,EV stock,Cars,BEV,2013,Vehicles,2600.0,Other
Rest of the world,Historical,EV stock,Cars,PHEV,2016,Vehicles,2600.0,Other
Sweden,Historical,EV sales,Vans,BEV,2021,Vehicles,2600.0,Other
United Kingdom,Historical,EV sales,Cars,BEV,2013,Vehicles,2600.0,Other
United Kingdom,Historical,EV stock,Cars,BEV,2011,Vehicles,2600.0,Other
World,Historical,EV sales,Vans,FCEV,2024,Vehicles,2600.0,_World
World,Historical,EV stock,Trucks,BEV,2014,Vehicles,2600.0,_World
World,Projection-STEPS,EV sales,Vans,FCEV,2024,Vehicles,2600.0,_World
China,Historical,"Oil displacement, million lge",Buses,EV,2019,"Oil displacement, million lge",2600.0,Other
China,Historical,"Oil displacement, million lge",Buses,EV,2020,"Oil displacement, million lge",2600.0,Other
China,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2020,"Oil displacement, million lge",2600.0,Other
Europe,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2030,"Oil displacement, million lge",2600.0,Aggregate_sales_stock
USA,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2030,"Oil displacement, million lge",2600.0,Other
World,Historical,"Oil displacement, million lge",Buses,EV,2018,"Oil displacement, million lge",2600.0,_World
World,Historical,"Oil displacement, million lge",Vans,EV,2023,"Oil displacement, million lge",2600.0,_World
World,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2023,"Oil displacement, million lge",2600.0,_World
World,Projection-STEPS,Battery demand,Cars,EV,2030,GWh,2600.0,_World
Belgium,Historical,EV charging points,EV,Publicly available fast,2024,charging points,2600.0,Other
Germany,Historical,EV charging points,EV,Publicly available slow,2014,charging points,2600.0,Other
Israel,Historical,EV charging points,EV,Publicly available fast,2024,charging points,2600.0,Other
Sweden,Historical,EV charging points,EV,Publicly available fast,2022,charging points,2600.0,Other
World,Historical,EV charging points,EV,Publicly available fast,2013,charging points,2600.0,_World
Belgium,Historical,EV sales,Cars,PHEV,2015,Vehicles,2500.0,Other
Central and South America,Historical,EV sales,Cars,PHEV,2020,Vehicles,2500.0,Other
China,Historical,EV stock,Vans,BEV,2014,Vehicles,2500.0,Other
Colombia,Historical,EV sales,2 and 3 wheelers,BEV,2019,Vehicles,2500.0,Other
France,Historical,EV stock,Vans,PHEV,2018,Vehicles,2500.0,Other
Iceland,Historical,EV sales,Cars,BEV,2020,Vehicles,2500.0,Other
Japan,Historical,EV sales,Vans,BEV,2012,Vehicles,2500.0,Other
Japan,Historical,EV sales,Cars,FCEV,2021,Vehicles,2500.0,Other
Malaysia,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,2500.0,Other
Malaysia,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,2500.0,Other
Malaysia,Historical,EV sales,Cars,PHEV,2019,Vehicles,2500.0,Other
Mexico,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,2500.0,Other
Netherlands,Historical,EV stock,Trucks,BEV,2024,Vehicles,2500.0,Other
New Zealand,Historical,EV stock,Cars,PHEV,2018,Vehicles,2500.0,Other
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2021,Vehicles,2500.0,Other
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2023,Vehicles,2500.0,Other
Poland,Historical,EV stock,2 and 3 wheelers,BEV,2018,Vehicles,2500.0,Other
Poland,Historical,EV stock,Cars,BEV,2015,Vehicles,2500.0,Other
Portugal,Historical,EV sales,Vans,BEV,2023,Vehicles,2500.0,Other
Portugal,Historical,EV sales,Cars,PHEV,2017,Vehicles,2500.0,Other
World,Historical,EV sales,Vans,PHEV,2020,Vehicles,2500.0,_World
World,Projection-STEPS,EV sales,Vans,PHEV,2020,Vehicles,2500.0,_World
China,Historical,"Oil displacement, million lge",Buses,EV,2018,"Oil displacement, million lge",2500.0,Other
India,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2030,"Oil displacement, million lge",2500.0,Other
USA,Historical,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",2500.0,Other
USA,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",2500.0,Other
Israel,Historical,EV charging points,EV,Publicly available slow,2022,charging points,2500.0,Other
Luxembourg,Historical,EV sales,Cars,BEV,2020,Vehicles,2500.0,Other
Ireland,Historical,EV sales,Cars,PHEV,2020,Vehicles,2500.0,Other
Africa,Historical,EV stock,2 and 3 wheelers,BEV,2021,Vehicles,2400.0,Aggregate_sales_stock
Asia Pacific,Historical,EV stock,Buses,PHEV,2013,Vehicles,2400.0,Aggregate_sales_stock
Asia Pacific,Historical,EV stock,Cars,FCEV,2017,Vehicles,2400.0,Aggregate_sales_stock
Australia,Historical,EV sales,2 and 3 wheelers,BEV,2020,Vehicles,2400.0,Other
Belgium,Historical,EV stock,Vans,BEV,2021,Vehicles,2400.0,Other
Canada,Historical,EV stock,Cars,BEV,2013,Vehicles,2400.0,Other
Canada,Historical,EV sales,Cars,PHEV,2015,Vehicles,2400.0,Other
Canada,Historical,EV stock,Trucks,BEV,2023,Vehicles,2400.0,Other
Central and South America,Historical,EV sales,Cars,BEV,2020,Vehicles,2400.0,Other
China,Historical,EV stock,Buses,PHEV,2013,Vehicles,2400.0,Other
Colombia,Historical,EV sales,Cars,PHEV,2022,Vehicles,2400.0,Other
EU27,Historical,EV sales,Trucks,BEV,2022,Vehicles,2400.0,EU27
Europe,Historical,EV sales,Buses,BEV,2020,Vehicles,2400.0,Aggregate_sales_stock
Europe,Historical,EV sales,Vans,PHEV,2023,Vehicles,2400.0,Aggregate_sales_stock
Finland,Historical,EV stock,Cars,BEV,2018,Vehicles,2400.0,Other
Finland,Historical,EV stock,Cars,PHEV,2016,Vehicles,2400.0,Other
France,Historical,EV stock,2 and 3 wheelers,BEV,2013,Vehicles,2400.0,Other
Germany,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,2400.0,Other
Germany,Historical,EV sales,Vans,BEV,2016,Vehicles,2400.0,Other
Iceland,Historical,EV stock,Cars,BEV,2018,Vehicles,2400.0,Other
Iceland,Historical,EV sales,Cars,PHEV,2020,Vehicles,2400.0,Other
Iceland,Historical,EV sales,Cars,PHEV,2023,Vehicles,2400.0,Other
Japan,Historical,EV sales,Cars,BEV,2010,Vehicles,2400.0,Other
Middle East and Caspian,Historical,EV stock,Cars,BEV,2019,Vehicles,2400.0,Aggregate_sales_stock
North America,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,2400.0,Aggregate_sales_stock
Poland,Historical,EV sales,Vans,BEV,2023,Vehicles,2400.0,Other
Rest of the world,Historical,EV sales,Vans,BEV,2021,Vehicles,2400.0,Other
Spain,Historical,EV sales,2 and 3 wheelers,BEV,2012,Vehicles,2400.0,Other
Spain,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,2400.0,Other
Spain,Historical,EV stock,2 and 3 wheelers,BEV,2012,Vehicles,2400.0,Other
Switzerland,Historical,EV sales,Vans,BEV,2022,Vehicles,2400.0,Other
Switzerland,Historical,EV stock,Vans,BEV,2020,Vehicles,2400.0,Other
Switzerland,Historical,EV sales,Cars,PHEV,2015,Vehicles,2400.0,Other
Thailand,Historical,EV stock,2 and 3 wheelers,BEV,2014,Vehicles,2400.0,Other
United Kingdom,Historical,EV stock,Trucks,BEV,2023,Vehicles,2400.0,Other
World,Historical,EV stock,Buses,PHEV,2013,Vehicles,2400.0,_World
World,Historical,EV sales,Cars,FCEV,2016,Vehicles,2400.0,_World
World,Historical,EV stock,Trucks,BEV,2013,Vehicles,2400.0,_World
Europe,Projection-STEPS,EV sales,Buses,BEV,2020,Vehicles,2400.0,Aggregate_sales_stock
Europe,Projection-STEPS,EV sales,Vans,PHEV,2023,Vehicles,2400.0,Aggregate_sales_stock
Germany,Historical,EV charging points,EV,Publicly available slow,2013,charging points,2400.0,Other
Italy,Historical,EV charging points,EV,Publicly available slow,2017,charging points,2400.0,Other
Africa,Historical,EV stock,Cars,PHEV,2023,Vehicles,2300.0,Aggregate_sales_stock
Asia Pacific,Historical,EV stock,Buses,FCEV,2019,Vehicles,2300.0,Aggregate_sales_stock
Asia Pacific,Historical,EV sales,Vans,FCEV,2024,Vehicles,2300.0,Aggregate_sales_stock
Australia,Historical,EV stock,2 and 3 wheelers,BEV,2019,Vehicles,2300.0,Other
Austria,Historical,EV sales,Cars,PHEV,2018,Vehicles,2300.0,Other
Austria,Historical,EV stock,Cars,PHEV,2016,Vehicles,2300.0,Other
Canada,Historical,EV sales,Cars,PHEV,2014,Vehicles,2300.0,Other
China,Historical,EV stock,Buses,FCEV,2019,Vehicles,2300.0,Other
China,Historical,EV sales,Vans,FCEV,2024,Vehicles,2300.0,Other
Germany,Historical,EV stock,Cars,FCEV,2024,Vehicles,2300.0,Other
India,Historical,EV sales,Buses,BEV,2023,Vehicles,2300.0,Other
Italy,Historical,EV stock,2 and 3 wheelers,BEV,2015,Vehicles,2300.0,Other
Italy,Historical,EV stock,Vans,PHEV,2024,Vehicles,2300.0,Other
Japan,Historical,EV stock,Cars,FCEV,2017,Vehicles,2300.0,Other
Netherlands,Historical,EV sales,2 and 3 wheelers,BEV,2013,Vehicles,2300.0,Other
North America,Historical,EV sales,Cars,FCEV,2017,Vehicles,2300.0,Aggregate_sales_stock
Norway,Historical,EV stock,2 and 3 wheelers,BEV,2020,Vehicles,2300.0,Other
Norway,Historical,EV stock,Cars,PHEV,2014,Vehicles,2300.0,Other
Poland,Historical,EV sales,2 and 3 wheelers,BEV,2024,Vehicles,2300.0,Other
Portugal,Historical,EV stock,Vans,BEV,2021,Vehicles,2300.0,Other
Rest of the world,Historical,EV stock,Vans,BEV,2019,Vehicles,2300.0,Other
Spain,Historical,EV sales,Vans,BEV,2021,Vehicles,2300.0,Other
Switzerland,Historical,EV sales,Vans,BEV,2024,Vehicles,2300.0,Other
Turkiye,Historical,EV stock,Cars,PHEV,2022,Vehicles,2300.0,Other
USA,Historical,EV sales,2 and 3 wheelers,BEV,2017,Vehicles,2300.0,Other
USA,Historical,EV sales,Cars,FCEV,2017,Vehicles,2300.0,Other
